"grant_name","AGRI","ARTS","BIOC","CENG","CHEM","COMP","DENT","EART","ENER","ENGI","ENVI","IMMU","MATE","MATH","MEDI","MULT","NEUR","NURS","PHAR","PHYS","PSYC","SOCI","VETE"
"Faculty Professional Development Council, Pennsylvania State System of Higher Education",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Henry and Marilyn Taub Foundation",0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Environmental Institute for Golf",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"Retina Research Foundation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"North Carolina Humanities Council",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Directorate-General for International Partnerships",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Government of the United Kingdom",1,0,0,0,0,0,0,0,0,0,1,2,0,0,4,0,2,0,0,0,0,0,0
"Theravance Biopharma US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"UK Research and Innovation",2,0,2,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,2,0,1
"Armed Forces Health Surveillance Branch",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Armed Forces Research Institute of Medical Sciences",0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0
"Naval Health Research Center",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Graduate School, University of Oregon",0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
"Vera and Joseph Dresner Foundation",0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Key Technology Research and Development Program of Shandong",1,0,1,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
"Riordan Foundation",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"American Kidney Fund",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0
"Parkinson Study Group",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
"Art Fund",4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"FURTHERMORE grants in publishing",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Simons Foundation Autism Research Initiative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ACADIA Pharmaceuticals",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"Centre of Excellence for Coral Reef Studies, Australian Research Council",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"Eli Lilly Japan",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Acorda Therapeutics",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"Center for Bioenergy Innovation",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NIHR Biomedical Research Centre, Royal Marsden NHS Foundation Trust/Institute of Cancer Research",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Clovis Oncology",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Genome Center, University of California, Davis",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Parker Institute for Cancer Immunotherapy",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Rutherford Appleton Laboratory",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Alvin J. Siteman Cancer Center",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Office of the President, University of California",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sanofi Pasteur",0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
"Neurocrine Biosciences",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"National Outstanding Youth Science Fund Project of National Natural Science Foundation of China",2,0,1,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2,0,0,0
"Innovative Research Group Project of the National Natural Science Foundation of China",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Royal College of Physicians and Surgeons of Canada",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Osteo Science Foundation",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Texas Research Society on Alcoholism",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cerecor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"Association of Performing Arts Professionals",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Helen Diller Family Comprehensive Cancer Center, University of California, San Francisco",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"University Transportation Centers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"Immunodiagnostic Systems Holdings",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Supernus Pharmaceuticals",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"Center for Research in Open Source Software, University of California, Santa Cruz",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cambia Health Foundation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Institute for Energy Efficiency, University of California, Santa Barbara",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ruiz Department of Ophthalmology and Visual Science, McGovern Medical School",0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
"Thailand Center of Excellence for Life Sciences",2,0,1,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,1,0,0,0,0
"Ministère de la Culture",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Johnson Cancer Research Center, Kansas State University",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Fauna and Flora International",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adamas Pharmaceuticals",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"Revance",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"Australian Government",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
"EDF Energy Research and Development",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"CancerFree KIDS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Transducers Research Foundation",4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mayekawa Houonkai Foundation",1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"JFE 21st Century Foundation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Barts Charity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Division of Microbiology and Infectious Diseases, National Institute of Allergy and Infectious Diseases",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0
"Fresenius Medical Care North America",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Center for Cell Signaling in Gastroenterology, Mayo Clinic",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Bayer Yakuhin",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Cilag",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
"Kidney Fund",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Danone Nutricia Research",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Tao Yuan General Hospital, Ministry of Health and Welfare",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"National Brain Appeal",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
"Sanofi K.K.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Shikata Memorial Trust for Nature Conservation",2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Gilead UK and Ireland Corporate Contributions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Takeda Canada",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Postdoctoral Scientific Research Development Fund of Heilongjiang Province",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Tennessee Higher Education Commission",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"U.S. Army Medical Research and Development Command",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Chulabhorn Royal Academy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Science and Technology Postgraduate Education and Research Development Office, Office of the Higher Education Commission",1,0,3,0,1,0,0,0,2,1,5,1,0,0,1,2,0,0,1,1,0,1,1
"Clinical and Translational Science Institute, University of California, Los Angeles",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Center for Networked Systems, University of California, San Diego",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASEAN-European Academic University Network",0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"National Astronomical Research Institute of Thailand",0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"AgNovos Healthcare",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Ministère de l’Éducation, Gouvernement de l’Ontario",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Kyowa Kirin Pharmaceutical Development",0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
"San Diego Supercomputer Center",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Center for Medicinal Cannabis Research, University of California, San Diego",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Center for Companion Animal Health, University of California, Davis",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Office of the Chancellor, University of California, Los Angeles",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Roche Diagnostics",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"School of Medicine, University of California, Irvine",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nick Simons Foundation",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Kempe Foundation",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"Natural Science Foundation of Xiamen City",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Institute for the Promotion of Teaching Science and Technology",2,0,0,0,2,0,0,0,0,0,1,2,1,0,0,4,0,0,0,5,0,0,0
"Kyoto University Foundation",5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Comprehensive Cancer Center, University of California, Davis",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Office of Research Infrastructure Programs, National Institutes of Health",0,0,2,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0
"Ministerio de Educación Superior, Ciencia y Tecnología, República Dominicana",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"University of Tennessee at Chattanooga",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"State Key Laboratory of High-efficiency Utilization of Coal and Green Chemical Engineering, Ningxia University",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"National Energy Research Scientific Computing Center",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Boehringer Ingelheim Japan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Innovation Fund",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Penta Foundation UK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Tokyo Shinagawa Hospital",0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
"SRM Institute of Science and Technology",0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0
"Centre of Excellence in Mathematics, Mahidol University",0,0,4,2,16,2,0,0,0,4,0,5,3,2,7,4,0,0,4,0,0,0,0
"Weill Institute for Neurosciences, University of California, San Francisco",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"John Muir Institute of the Environment, University of California, Davis",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Marine Science Institute, University of California, Santa Barbara",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mississippi State Department of Health",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"Center for HIV Identification, Prevention, and Treatment Services, University of California, Los Angeles",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Asian Office of Aerospace Research and Development",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Center for Aerosol Impacts on Chemistry of the Environment, University of California, San Diego",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kanton Zürich",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Institute for Clinical and Translational Science, University of California, Irvine",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Taipei Medical University-Shuang Ho Hospital, Ministry of Health and Welfare",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"Children's Discovery and Innovation Institute, University of California, Los Angeles",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mattel Children's Hospital, University of California, Los Angeles",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alkermes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"College of Engineering, New Mexico State University",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Spins and Heat in Nanoscale Electronic Systems, University of California, Riverside",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Colorado Office of Economic Development and International Trade",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Center for Complex Biological Systems, University of California, Irvine",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Life Sciences, University of California, Los Angeles",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Department of Radiology, Weill Cornell Medical College",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Institute for Pure and Applied Mathematics, University of California, Los Angeles",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yuhan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Institute for Digital Research and Education, University of California, Los Angeles",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alfred University",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Ministry of Science and Technology, Pakistan",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Siriraj Foundation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Faculty of Medicine, American University of Beirut",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
"Kyosho Hatta Foundation",0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0
"AstraZeneca España",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Institute of the Environment and Sustainability, University of California, Los Angeles",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"World Health Organization Centre for Health Development",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
"National Scleroderma Foundation",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"HIV Neurobehavioral Research Center, University of California, San Diego",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"San Diego Digestive Diseases Research Center, School of Medicine, University of California, San Diego",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Materials Research Science and Engineering Center, University of California, San Diego",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GlaxoSmithKline Biologicals",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Chulalongkorn University",37,0,89,181,209,36,4,25,375,215,384,7,157,13,110,11,0,2,49,206,2,2,11
"Chulalongkorn University",514,68,608,267,555,243,65,121,204,576,408,233,493,74,772,203,68,62,303,285,30,218,135
"Thailand Graduate Institute of Science and Technology",8,0,10,8,14,0,0,0,1,4,6,4,3,1,3,2,0,0,4,2,0,0,0
"Thailand Research Fund",268,10,385,130,295,41,24,55,37,194,121,130,229,52,238,85,35,6,108,122,2,33,62
"National Natural Science Foundation of China",26,2,22,13,30,2,1,21,19,32,39,5,56,1,16,3,1,1,6,54,0,5,0
"Yanshan University",0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0
"Chiang Mai University",11,0,18,11,29,3,4,5,3,6,12,4,22,4,30,2,3,3,9,10,1,0,2
"Mahidol University",24,0,69,20,40,6,4,3,10,16,34,23,19,5,73,16,4,1,24,13,2,1,5
"National Science Foundation",1,1,1,1,3,5,0,0,0,1,2,2,0,0,2,6,0,0,0,5,1,0,0
"Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung",2,0,5,2,0,4,0,0,0,6,5,8,2,0,5,0,1,0,1,5,0,2,0
"Faculty of Veterinary Science, Chulalongkorn University",25,4,38,14,49,17,6,10,10,32,25,17,19,4,51,22,8,7,20,13,0,14,20
"Agència de Gestió d'Ajuts Universitaris i de Recerca",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Alberta Livestock and Meat Agency",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Japan Society for the Promotion of Science",32,0,53,7,34,8,4,15,3,26,37,16,23,1,26,8,5,0,10,14,4,6,1
"National Astronomical Observatory of Japan",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Armagh Observatory",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"National Science and Technology Development Agency",58,0,113,50,83,15,6,3,37,42,67,41,92,11,88,32,8,0,19,90,0,3,10
"Faculty of Science, Silpakorn University",1,0,0,0,1,0,0,0,1,0,0,1,1,0,2,0,0,0,0,1,0,0,0
"Kementerian Sains, Teknologi dan Inovasi",1,0,3,0,0,0,0,1,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0
"National Research Council of Thailand",139,13,200,108,260,62,23,46,67,134,115,87,171,12,200,59,19,4,89,40,5,26,25
"MedImmune",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"Arthritis Research UK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Medical Research Council",0,0,3,0,0,0,0,0,0,0,0,8,0,0,6,3,2,0,2,0,0,0,0
"Kasetsart University",18,1,8,4,9,0,0,1,3,8,13,6,13,0,3,2,1,0,3,2,0,1,3
"Australian Research Council",5,0,10,1,8,0,0,2,0,0,4,2,0,2,1,3,1,1,1,0,4,2,1
"Ministry of Public Health",1,0,1,0,0,0,0,0,0,1,0,0,1,0,11,0,0,1,0,0,0,1,0
"Coordenação de Aperfeiçoamento de Pessoal de Nível Superior",1,0,2,0,0,0,4,0,0,0,0,0,0,0,13,0,13,0,2,38,3,0,0
"Conselho Nacional de Desenvolvimento Científico e Tecnológico",1,1,5,0,1,5,0,0,0,4,0,2,1,0,11,0,12,0,2,40,1,2,0
"Fundação de Amparo à Pesquisa e Inovação do Estado de Santa Catarina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
"Fundação Cearense de Apoio ao Desenvolvimento Científico e Tecnológico",0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0
"National Research Foundation of Korea",1,4,7,4,7,0,0,1,3,4,4,0,17,0,8,0,0,0,3,20,0,3,0
"Seoul National University",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"China Scholarship Council",2,0,5,3,10,2,0,2,0,1,7,2,3,0,0,2,0,0,0,1,0,0,0
"Ministry of Economic Affairs",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ministry of Science and Technology, Taiwan",4,1,3,3,4,0,0,3,3,4,12,0,4,0,9,0,0,0,2,3,1,3,0
"Háskóli Íslands",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
"Prince of Songkla University",10,0,6,4,12,2,1,4,2,8,7,4,6,9,8,2,0,1,2,5,0,2,1
"University of New South Wales",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ministry of Science and Technology of Thailand",6,0,19,22,25,2,0,0,1,8,18,0,29,0,6,3,0,0,0,19,0,0,0
"National Nanotechnology Center",14,0,40,43,53,3,0,0,8,19,38,1,61,1,2,0,0,0,6,39,0,0,3
"Max-Planck-Gesellschaft",4,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Chinese Academy of Sciences",8,2,3,2,1,0,0,6,3,0,10,2,0,0,0,0,0,0,0,20,0,2,0
"Miyakawa Memorial Research Foundation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Hokkaido University",0,0,0,0,1,0,0,0,0,3,0,2,2,0,0,2,0,0,0,0,0,0,0
"University of Technology Sydney",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Imperial College London",0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,13,0,0,1,0,0,0
"Electricity Generating Authority of Thailand",1,0,0,1,1,11,0,3,5,8,4,0,1,3,0,0,0,0,0,3,0,0,0
"African Laser Centre, Council for Scientific and Industrial Research",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Japan International Cooperation Agency",3,1,2,1,0,10,0,0,5,49,8,5,3,1,3,1,0,0,0,1,0,4,0
"Fundação de Amparo à Pesquisa do Estado de São Paulo",1,1,3,0,3,8,2,0,0,6,0,2,2,1,9,0,6,0,1,46,3,2,0
"Curtin University of Technology",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fonds Wetenschappelijk Onderzoek",0,0,1,0,0,0,0,2,0,0,1,1,0,3,5,1,1,0,0,39,0,1,1
"Universiteit Gent",0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Universiteit Utrecht",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"University of Adelaide",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otsuka Pharmaceutical",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Santen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"King Mongkut's Institute of Technology Ladkrabang",12,0,8,4,4,3,0,0,1,6,4,1,3,2,3,2,0,0,0,4,0,0,0
"Thammasat University",3,0,9,4,14,7,3,1,7,15,7,3,17,4,9,6,0,0,4,4,0,6,0
"National Center for Genetic Engineering and Biotechnology",7,0,11,0,1,0,0,0,0,0,1,8,1,1,5,0,0,0,0,1,0,0,1
"Faculty of Medicine, Chulalongkorn University",41,12,76,16,57,27,11,18,11,47,37,37,25,7,161,59,16,10,30,21,4,24,16
"Department of Science and Technology",1,0,5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Department of Science and Technology, Government of Kerala",0,0,1,1,0,0,0,0,0,1,0,0,1,0,3,0,4,0,1,1,0,0,0
"A.G. Leventis Foundation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0
"Academy of Finland",2,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,37,0,0,0
"Bundesministerium für Bildung und Frauen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0
"Bundesministerium für Wissenschaft, Forschung und Wirtschaft",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0
"Benemérita Universidad Autónoma de Puebla",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,38,0,0,0
"Federaal Wetenschapsbeleid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0
"China Earthquake Administration",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0
"Consejo Nacional de Ciencia y Tecnología",3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,2,39,0,0,0
"Department of Atomic Energy, Government of India",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,38,0,0,0
